Institution,Institution_std,Year,Mean_Tone_Score,Median_Tone_Score,[ID],TLO Age,MEDSCHOOL,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,Institution Founding Year,Age_of_uni,n_sentences,n_words,supportive_per_1000w,restrictive_per_1000w,sanction_per_1000w,second_person_per_1000w,inclusive_we_per_1000w,obligation_modal_share,mean_sentence_length,long_sentence_share,procedural_share,legalese_per_1000w,iptech_per_1000w,Tone_Index,Clarity_Index,Legal_Load_Index
University of Minnesota,University of Minnesota,2022,0.402803255,0.48535125,72390,65,1,YES,27,MN,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,1227127000,,211,658749000,52308000,4684884,2036451,868,45,8,156,33,22,,113,158,53,,"$1,999,022.00 ",3,544,258,"$3,953,499.00 ","$269,102.00 ","$12,626,283.00 ","$48,491.16 ",15274716,9322196,315,127,,150,3,141,6,312,119,0,8,178,1,12,22,0,8,21,10,1,,44,23,,90,24,,134,0,No,0,No,0,No,0,No,university of minnesota,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,1,Yes,0,No,65.00%,608,2022University of Minnesota,1335,182,48,32,0.23219135,0.06123728,0.040824853,1851,174,59,1973,5.575266092,17.23264065,0,0,0,0.707317073,33.44067797,0.508474576,0.016949153,0,19.76685251,0.023386778,-0.697664173,-0.739048115
University of Minnesota,University of Minnesota,2023,0.402803255,0.48535125,72390,66,1,YES,27,MN,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,1347965000,,43,710135000,55462000,4312532,1919079,931,37,18,177,30,,,214,251,43,,"$533,487.00 ",5,447,196,"$9,612,706.00 ","$371,140.00 ","$14,246,720.00 ","$46,222.70 ",16640173,6493980,360,127,,151,0,148,3,317,100,0,1,196,3,17,23,0,18,23,12,0,16,21,16,57,141,16,73,162,,,0,No,,,0,No,university of minnesota,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,,607,2023University of Minnesota,1335,,,,,,,1851,174,59,1973,5.575266092,17.23264065,0,0,0,0.707317073,33.44067797,0.508474576,0.016949153,0,19.76685251,0.023386778,-0.697664173,-0.739048115
University of Missouri System,University of Missouri System,1991,0.393898569,0.492989066,95221,4,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,55919813,,9,34143804,10070419,0,0,,,,,,,,,,,, ,,10,, , ,"$887,275.00 ","$16,431.02 ",887275, ,54,,,9,,,,10,,1,,,,,,1,, , ,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,30.00%,0,No,1,Yes,,599,1991University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1992,0.393898569,0.492989066,95221,5,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,62232633,,12,38755977,11880853,0,0,35,,0,,,,,,,,, ,,13,, , ,"$1,432,457.00 ","$27,027.49 ",1432457, ,53,,,7,,,,9,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,,598,1992University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1993,0.393898569,0.492989066,95221,6,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,65357683,,14,38436712,8338593,204054,113309,55,,0,,,,,,,,, ,,16,, ,$0.00 ,"$1,009,255.00 ","$17,741.94 ",1100000, ,62,,,12,,,,29,7,0,,,,,,1,,1,0,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,20.00%,1,Yes,0,No,60.00%,599,1993University of Missouri System,910,208,110,62,0.37499937,0.19831698,0.111778654,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1994,0.393898569,0.492989066,95221,7,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,63491000,,19,45087881,12732647,221144,123244,56,,0,,,,,,,,, ,,20,, ,$0.00 ,"$1,467,284.00 ","$28,457.89 ",1565184, ,55,,,12,,,,14,8,0,,,,,0,1,,1,1,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,597,1994University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1995,0.393898569,0.492989066,95221,8,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,131180000,,28,73047000,12616000,328050,190426,73,,0,,,,,,,,, ,,19,, ,$0.00 ,"$2,215,939.00 ","$39,890.90 ",2353563, ,59,,,15,,,,29,13,0,,,,,0,1,,1,0,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,15.00%,0,No,0,No,28.33%,597,1995University of Missouri System,910,141,48,34,0.18496332,0.062966235,0.044601083,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1996,0.393898569,0.492989066,95221,9,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,132412000,,15,51335000,16131000,228544,93406,69,13,0,10,5,0,,2,,,,$0.00 ,,15,,"$26,533.00 ",$0.00 ,"$1,289,763.00 ","$24,998.26 ",1424901,1398368,57,,,9,,,,29,7,0,,,,,0,1,,1, ,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,,599,1996University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1997,0.393898569,0.492989066,95221,10,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,140032425,,20,45608606,9587113,312572,223696,60,14,0,16,4,0,,6,,,,$0.00 ,,14,,"$42,333.00 ",$0.00 ,"$1,292,713.00 ","$21,255.22 ",1381589,1339256,65,,,15,,,,23,14,0,2,,,0,0,1,,1,4,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,599,1997University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1998,0.393898569,0.492989066,95221,11,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,192053239,,17,64085754,9014614,378800,228499,69,10,0,8,9,0,,7,,,,$0.00 ,,23,,"$130,334.00 ",$0.00 ,"$1,329,481.00 ","$24,663.03 ",1479782,1349448,60,,,27,,,,35,14,0,1,0,0,0,0,1,,2,3,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,1,Yes,0,No,50.00%,598,1998University of Missouri System,910,74,17,,0.058267035,0.01338567,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,1999,0.393898569,0.492989066,95221,12,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,212238803,,16,75241335,10832025,399971,231806,75,16,0,8,8,0,,0,,,,$0.00 ,,21,11,"$157,333.00 ",$0.00 ,"$1,376,820.00 ","$24,919.11 ",1544985,1387652,62,,,12,,,,37,22,0,3,1,0,1,1,0,,2,3,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,30.00%,0,No,1,Yes,,597,1999University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,2000,0.393898569,0.492989066,95221,13,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,223545536,,8,88269747,10452249,433492,187423,82,8,0,5,3,0,,0,,,,$0.00 ,1,15,8,"$74,833.00 ",$1.00 ,"$1,322,834.00 ","$30,171.21 ",1568903,1494070,52,,,18,,,,25,12,0,0,0,0,0,0,1,0,3,3,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,597,2000University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Missouri System,University of Missouri System,2001,0.393898569,0.492989066,95221,14,1,YES,29,MO,0,5U,0,0,Non-R1,0,Public,1,Yes,,,1,Yes,245132991,,13,93841891,12403508,433328,218246,86,13,0,3,9,1,,0,,,,$0.00 ,3,16,9,"$2,275,335.00 ",$0.00 ,"$3,679,416.00 ","$74,894.19 ",3894498,1619163,52,,,25,,,,40,10,0,1,0,0,0,0,1,0,3,7,,,,,,,,,,,,,,,,,,university of missouri system,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,597,2001University of Missouri System,910,,,,,,,1839,186,109,4472,1.56529517,19.67799642,0,0,0,0.707317073,41.02752294,0.513761468,0.183486239,2.236135957,46.7352415,-0.347613516,0.544365596,0.815571199
University of Montana,University of Montana,1997,,,95222,2,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,19735773,,1,14109183,115020,2731,0,4,1,0,0,1,0,,0,,,,$0.00 ,,1,,$0.00 ,$0.00 ,"$1,706.00 ",$554.63 ,4437,4437,8,,,2,,,,2,2,0,0,,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,,25.00%,0,No,0,No,25.00%,595,1997University of Montana,81,118,41,11,0.1234094,0.042879537,0.011504266,1893,132,,,,,,,,,,,,,,,,
University of Montana,University of Montana,1998,,,95222,3,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,28912321,,2,23144520,0,22000,0,2,2,0,0,2,0,,0,,,,$0.00 ,,1,,$0.00 ,$0.00 ,"($17,700.00)","$1,075.00 ",4300,4300,4,,,4,,,,4,2,0,0,1,0,0,0,1,,1,0,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,,,,,,,,596,1998University of Montana,81,,,,,,,1893,132,,,,,,,,,,,,,,,,
University of Montana,University of Montana,1999,0.525239072,0.499662705,95222,4,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,22996357,,3,16949477,110000,54422,0,8,3,0,3,0,0,,0,,,,$0.00 ,,4,0,"$67,000.00 ",$0.00 ,"$12,578.00 ","$13,400.00 ",67000,0,5,,,2,,,,2,2,0,1,1,0,0,0,1,,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,0.59,0.00%,0,No,0,No,,592,1999University of Montana,81,,,,,,,1893,132,58,1837,8.709853021,12.52041372,0,0,0,0.636363636,31.67241379,0.396551724,0.120689655,0.544365814,62.05770278,0.489596602,0.440498593,0.784736692
University of Montana,University of Montana,2000,0.525239072,0.499662705,95222,5,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,26710300,,4,20233261,63000,20342,40139,12,4,0,1,2,1,,0,,,,$0.00 ,0,3,0,"$37,000.00 ",$1.00 ,"$56,797.00 ","$6,166.67 ",37000,0,6,,,2,,,,2,2,0,0,2,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,0.59,30.00%,0,No,1,Yes,,593,2000University of Montana,81,,,,,,,1893,132,58,1837,8.709853021,12.52041372,0,0,0,0.636363636,31.67241379,0.396551724,0.120689655,0.544365814,62.05770278,0.489596602,0.440498593,0.784736692
University of Montana,University of Montana,2001,0.525239072,0.499662705,95222,6,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,31667632,,1,23754661,1490452,24999,74073,13,1,0,0,1,0,,0,,,,$0.00 ,,2,0,"$4,725.00 ",$0.00 ,"$53,799.00 ","$1,575.00 ",4725,0,3,,,2,,,,3,3,0,,3,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,,0.00%,1,Yes,0,No,44.33%,594,2001University of Montana,81,65,46,6,0.1566718,0.110875435,0.014462013,1893,132,58,1837,8.709853021,12.52041372,0,0,0,0.636363636,31.67241379,0.396551724,0.120689655,0.544365814,62.05770278,0.489596602,0.440498593,0.784736692
University of Montana,University of Montana,2002,0.525239072,0.499662705,95222,7,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,42361122,,4,33036289,1252078,7039,27695,13,2,0,0,2,2,,2,,,,$0.00 ,0,2,2,$0.00 ,$0.00 ,"$27,795.00 ","$1,019.86 ",7139,7139,7,,,4,,,,4,0,1,,5,0,2,2,0,0,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,,0.00%,0,No,0,No,40.00%,593,2002University of Montana,81,97,67,27,0.10901455,0.07529871,0.030344255,1893,132,58,1837,8.709853021,12.52041372,0,0,0,0.636363636,31.67241379,0.396551724,0.120689655,0.544365814,62.05770278,0.489596602,0.440498593,0.784736692
University of Montana,University of Montana,2007,0.527542591,0.49920718,95222,12,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,62119445,,4,50503874,1110151,52383,0,21,4,0,0,2,2,3,0,4,0,,$0.00 ,0,1,1,$0.00 ,$0.00 ,"($51,762.00)",$155.25 ,621,621,4,,0,6,0,2,4,6,0,1,1,7,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,0.59,30.00%,0,No,1,Yes,,597,2007University of Montana,81,,,,,,,1893,132,58,1902,7.886435331,12.09253417,0,0,0,0.595744681,32.79310345,0.448275862,0.120689655,0,61.51419558,0.494859419,0.279925466,0.599328667
University of Montana,University of Montana,2011,0.527542591,0.49920718,95222,16,1,YES,30,MT,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,0,No,63857146,,5,54276880,5361244,2595,21927,24,2,0,0,5,0,1,3,5,0,0,$0.00 ,0,9,4,"$23,355.00 ",$0.00 ,"$53,487.00 ","$3,415.50 ",34155,10800,10,,,10,0,5,5,10,3,0,0,5,0,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,university of montana,0,No,67.00%,58.00%,50.00%,50.00%,50.00%,50.00%,50.00%,53.57%,59.20%,0.59,,0.00%,0,No,0,No,40.00%,593,2011University of Montana,81,134,69,16,0.23355122,0.12026145,0.027886713,1893,132,58,1902,7.886435331,12.09253417,0,0,0,0.595744681,32.79310345,0.448275862,0.120689655,0,61.51419558,0.494859419,0.279925466,0.599328667
University of Nebraska,University of Nebraska,1993,,,95223,1,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,31448112,,15,10130693,3487873,217000,0,23,,0,,,,,,,,, ,,5,, ,$0.00 ,"($170,000.00)","$1,305.56 ",47000, ,36,,,8,,,,9,3,0,,,,,,1,,1,0,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,15.00%,0,No,0,No,,591,1993University of Nebraska,453,,,,,,,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,1994,,,95223,2,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,54000000,,4,16100000,4000000,225000,25000,27,,5,,,,,,,,, ,,3,, ,$0.00 ,"($190,000.00)",$285.71 ,10000, ,35,,,15,,,,19,12,0,,,,,0,1,,2,0,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,0,No,0,No,62.55%,592,1994University of Nebraska,453,154,80,36,0.13366741,0.069437616,0.031246927,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,1995,,,95223,3,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,29000000,,3,9000000,3500000,290000,10000,,,1,,,,,,,,, ,,3,, ,$0.00 ,"($275,000.00)",$138.89 ,5000, ,36,,,15,,,,20,10,0,,,,,1,0,,2,1,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,1,Yes,0,No,42.50%,592,1995University of Nebraska,453,378,124,68,0.4483016,0.14706191,0.08064685,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,1996,,,95223,4,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,60201000,,4,18134796,4502000,251926,34000,24,4,1,0,2,2,,0,,,,$0.00 ,,5,,$0.00 ,$0.00 ,"($133,693.00)","$4,211.65 ",84233,84233,20,,,5,,,,12,13,0,,,,,0,1,,2, ,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,,591,1996University of Nebraska,453,,,,,,,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,2000,,,95223,8,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,32223274,,6,21871177,5486072,357800,102373,40,5,1,3,1,2,,1,,,,$0.00 ,0,7,5,"$15,000.00 ",$1.00 ,"($103,758.00)","$6,066.76 ",151669,136669,25,,,10,,,,30,9,0,0,0,0,1,1,0,1,4,2,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,591,2000University of Nebraska,453,,,,,,,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,2001,,,95223,9,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,48298000,,1,23219000,5337000,157266,13835,41,1,0,0,0,1,,0,,,,"$27,542.00 ",0,4,4,$0.00 ,$0.00 ,"($47,174.00)","$4,010.71 ",96257,96257,24,,,11,,,,23,4,0,,0,0,0,0,1,0,2,4,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,1,Yes,0,No,50.00%,591,2001University of Nebraska,453,90,,45,0.07086531,,0.035432655,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,2002,,,95223,10,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,53269630,,5,26230002,7410074,266402,139103,22,5,1,3,1,1,,0,,,,$23.00 ,0,6,5,"$100,000.00 ",$0.00 ,"$74,989.00 ","$5,779.66 ",202288,102265,35,,,18,,,,24,1,0,0,4,0,1,1,0,1,2,7,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,40.00%,590,2002University of Nebraska,453,58,17,30,0.088602245,0.025969623,0.04582875,1869,156,,,,,,,,,,,,,,,,
University of Nebraska,University of Nebraska,2003,0.418445253,0.493571722,82984,11,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,244244683,,9,93000007,14299612,839828,51613,48,1,0,2,6,1,,8,,,,$0.00 ,1,28,24,"$1,331,100.00 ",$851.00 ,"$1,310,893.00 ","$41,982.16 ",2099108,768008,50,,,56,,,,63,31,0,,7,0,1,1,0,1,3,9,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,588,2003University of Nebraska,453,,,,,,,1869,156,2586,82750,2.731117825,15.11782477,0.894259819,0.084592145,0.16918429,0.735857878,31.9992266,0.380510441,0.079659706,1.220543807,3.697885196,-0.522117632,0.17598157,-0.877559739
University of Nebraska,University of Nebraska,2004,0.418445253,0.493571722,82984,12,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,292013397,,25,197801511,16640161,639320,38769,97,9,0,6,16,3,14,16,,,,"$194,730.00 ",0,56,27,"$27,885.00 ",$0.00 ,"$388,824.00 ","$11,920.18 ",989375,766760,83,,,48,2,24,22,55,18,0,,17,0,2,2,0,1,4,9,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,15.00%,1,Yes,0,No,76.06%,589,2004University of Nebraska,453,94,53,18,0.13031545,0.07347573,0.024954023,1869,156,2586,82750,2.731117825,15.11782477,0.894259819,0.084592145,0.16918429,0.735857878,31.9992266,0.380510441,0.079659706,1.220543807,3.697885196,-0.522117632,0.17598157,-0.877559739
University of Nebraska,University of Nebraska,2005,0.418445253,0.493571722,82984,13,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,307954816,,19,123941643,12512263,725980,39856,162,6,0,8,9,2,13,13,19,0,,$0.00 ,0,45,39,"$517,300.00 ",$0.00 ,"$829,939.00 ","$18,048.37 ",1516063,998763,84,,,64,5,36,23,63,21,0,3,16,2,1,1,0,1,3,9,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,1,Yes,0,No,66.67%,588,2005University of Nebraska,453,27,7,12,,,,1869,156,2586,82750,2.731117825,15.11782477,0.894259819,0.084592145,0.16918429,0.735857878,31.9992266,0.380510441,0.079659706,1.220543807,3.697885196,-0.522117632,0.17598157,-0.877559739
University of Nebraska,University of Nebraska,2006,0.418445253,0.493571722,82984,14,1,YES,31,NE,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,1,Yes,323861560,,13,134538607,14035614,908067,231716,169,8,3,2,5,6,20,2,10,3,,$0.00 ,0,48,33,"$467,678.00 ",$0.00 ,"$601,069.00 ","$14,516.14 ",1277420,809742,88,,,52,0,45,7,88,17,0,1,21,0,3,5,0,,3,12,,,,,,,,,,,,,,,,,,university of nebraska,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,20.00%,1,Yes,0,No,60.00%,589,2006University of Nebraska,453,207,130,60,0.37319648,0.2343746,0.10817289,1869,156,2586,82750,2.731117825,15.11782477,0.894259819,0.084592145,0.16918429,0.735857878,31.9992266,0.380510441,0.079659706,1.220543807,3.697885196,-0.522117632,0.17598157,-0.877559739
